time,canicule,temperature_2m_mean,snowfall_sum,Commune,Departement,year,nb_days_snow
1986-01-01 00:00:00,0,11.659999999999998,62.93,Tulle,19,1986,38.0
1987-01-01 00:00:00,0,11.71041095890411,35.14,Tulle,19,1987,20.0
1988-01-01 00:00:00,0,12.223497267759564,12.81,Tulle,19,1988,26.0
1989-01-01 00:00:00,0,12.995890410958904,23.1,Tulle,19,1989,11.0
1990-01-01 00:00:00,0,12.77068493150685,17.15,Tulle,19,1990,14.0
1991-01-01 00:00:00,0,11.833698630136986,31.78,Tulle,19,1991,18.0
1992-01-01 00:00:00,0,12.045628415300548,9.87,Tulle,19,1992,15.0
1993-01-01 00:00:00,0,11.844383561643836,9.94,Tulle,19,1993,11.0
1994-01-01 00:00:00,0,12.97068493150685,12.81,Tulle,19,1994,17.0
1995-01-01 00:00:00,0,12.62082191780822,14.84,Tulle,19,1995,23.0
1996-01-01 00:00:00,0,11.84016393442623,26.04,Tulle,19,1996,16.0
1997-01-01 00:00:00,0,13.087671232876712,11.55,Tulle,19,1997,10.0
1998-01-01 00:00:00,2,12.037534246575342,5.46,Tulle,19,1998,11.0
1999-01-01 00:00:00,0,12.364931506849317,37.66,Tulle,19,1999,26.0
2000-01-01 00:00:00,0,12.457103825136612,7.0,Tulle,19,2000,9.0
2001-01-01 00:00:00,0,12.090136986301369,20.65,Tulle,19,2001,19.0
2002-01-01 00:00:00,0,12.595342465753426,1.54,Tulle,19,2002,4.0
2003-01-01 00:00:00,11,13.396986301369862,22.33,Tulle,19,2003,15.0
2004-01-01 00:00:00,0,12.069398907103825,23.87,Tulle,19,2004,24.0
2005-01-01 00:00:00,0,12.179726027397262,21.84,Tulle,19,2005,31.0
2006-01-01 00:00:00,0,12.940821917808218,24.99,Tulle,19,2006,14.0
2007-01-01 00:00:00,0,12.331780821917809,10.64,Tulle,19,2007,9.0
2008-01-01 00:00:00,0,11.845628415300547,30.66,Tulle,19,2008,27.0
2009-01-01 00:00:00,0,12.555890410958902,17.5,Tulle,19,2009,20.0
2010-01-01 00:00:00,0,11.354794520547944,54.88,Tulle,19,2010,37.0
2011-01-01 00:00:00,0,13.412054794520548,4.34,Tulle,19,2011,8.0
2012-01-01 00:00:00,0,12.226229508196722,18.27,Tulle,19,2012,17.0
2013-01-01 00:00:00,0,11.889315068493152,35.0,Tulle,19,2013,27.0
2014-01-01 00:00:00,0,13.07917808219178,9.03,Tulle,19,2014,15.0
2015-01-01 00:00:00,2,13.173150684931509,10.64,Tulle,19,2015,13.0
2016-01-01 00:00:00,0,12.724316939890713,12.46,Tulle,19,2016,15.0
2017-01-01 00:00:00,0,12.740821917808216,19.53,Tulle,19,2017,18.0
2018-01-01 00:00:00,1,13.781369863013698,28.84,Tulle,19,2018,23.0
2019-01-01 00:00:00,5,13.272328767123287,27.37,Tulle,19,2019,17.0
2020-01-01 00:00:00,3,13.807650273224043,14.91,Tulle,19,2020,13.0
2021-01-01 00:00:00,0,12.528219178082193,16.73,Tulle,19,2021,19.0
2022-01-01 00:00:00,3,14.369315068493153,13.3,Tulle,19,2022,11.0
2023-01-01 00:00:00,2,13.642465753424656,25.55,Tulle,19,2023,15.0
2024-01-01 00:00:00,1,13.115573770491803,19.39,Tulle,19,2024,11.0
2025-01-01 00:00:00,5,13.537534246575342,12.53,Tulle,19,2025,18.0
1950-01-01 00:00:00,0,10.316438356164385,68.67,Rodez,12,1950,41.0
1951-01-01 00:00:00,0,9.633150684931506,77.21,Rodez,12,1951,35.0
1952-01-01 00:00:00,0,10.129781420765028,95.27,Rodez,12,1952,50.0
1953-01-01 00:00:00,0,9.797534246575342,50.12,Rodez,12,1953,24.0
1954-01-01 00:00:00,0,9.16027397260274,47.6,Rodez,12,1954,38.0
1955-01-01 00:00:00,0,10.585479452054797,35.0,Rodez,12,1955,22.0
1956-01-01 00:00:00,0,8.524590163934427,41.16,Rodez,12,1956,24.0
1957-01-01 00:00:00,0,9.875068493150684,26.39,Rodez,12,1957,23.0
1958-01-01 00:00:00,0,10.143835616438356,48.16,Rodez,12,1958,31.0
1959-01-01 00:00:00,0,10.946849315068492,18.27,Rodez,12,1959,21.0
1960-01-01 00:00:00,0,9.940437158469944,65.24,Rodez,12,1960,24.0
1961-01-01 00:00:00,0,11.08931506849315,12.32,Rodez,12,1961,13.0
1962-01-01 00:00:00,0,9.795342465753423,40.04,Rodez,12,1962,30.0
1963-01-01 00:00:00,0,9.141917808219178,60.62,Rodez,12,1963,33.0
1964-01-01 00:00:00,0,10.14016393442623,49.14,Rodez,12,1964,18.0
1965-01-01 00:00:00,0,9.645479452054794,49.07,Rodez,12,1965,40.0
1966-01-01 00:00:00,0,10.33972602739726,31.22,Rodez,12,1966,33.0
1967-01-01 00:00:00,0,10.023835616438356,51.03,Rodez,12,1967,29.0
1968-01-01 00:00:00,0,10.03360655737705,57.12,Rodez,12,1968,39.0
1969-01-01 00:00:00,0,9.632876712328768,59.85,Rodez,12,1969,46.0
1970-01-01 00:00:00,0,9.868219178082192,87.92,Rodez,12,1970,43.0
1971-01-01 00:00:00,0,9.746849315068491,80.14999999999999,Rodez,12,1971,40.0
1972-01-01 00:00:00,0,9.73688524590164,34.44,Rodez,12,1972,28.0
1973-01-01 00:00:00,0,9.522465753424656,59.5,Rodez,12,1973,37.0
1974-01-01 00:00:00,0,9.66904109589041,45.01,Rodez,12,1974,25.0
1975-01-01 00:00:00,0,9.877534246575342,46.13,Rodez,12,1975,31.0
1976-01-01 00:00:00,0,10.060928961748637,39.9,Rodez,12,1976,25.0
1977-01-01 00:00:00,0,9.863287671232875,35.28,Rodez,12,1977,26.0
1978-01-01 00:00:00,0,9.510136986301369,96.11,Rodez,12,1978,49.0
1979-01-01 00:00:00,0,9.531232876712329,75.39,Rodez,12,1979,42.0
1980-01-01 00:00:00,0,9.043715846994536,87.43,Rodez,12,1980,35.0
1981-01-01 00:00:00,0,9.916438356164385,55.65,Rodez,12,1981,42.0
1982-01-01 00:00:00,0,10.757808219178084,30.590000000000003,Rodez,12,1982,31.0
1983-01-01 00:00:00,1,10.576438356164385,32.55,Rodez,12,1983,27.0
1984-01-01 00:00:00,0,9.565300546448087,37.73,Rodez,12,1984,37.0
1985-01-01 00:00:00,0,9.666301369863014,52.15,Rodez,12,1985,33.0
1986-01-01 00:00:00,0,10.164109589041097,87.92,Rodez,12,1986,47.0
1987-01-01 00:00:00,0,10.125479452054796,61.53,Rodez,12,1987,25.0
1988-01-01 00:00:00,0,10.62622950819672,34.3,Rodez,12,1988,27.0
1989-01-01 00:00:00,0,11.427671232876714,45.010000000000005,Rodez,12,1989,13.0
1990-01-01 00:00:00,0,11.022739726027398,24.78,Rodez,12,1990,22.0
1991-01-01 00:00:00,0,10.267397260273972,24.92,Rodez,12,1991,23.0
1992-01-01 00:00:00,0,10.417486338797817,29.19,Rodez,12,1992,20.0
1993-01-01 00:00:00,0,10.269589041095893,24.92,Rodez,12,1993,15.0
1994-01-01 00:00:00,0,11.360821917808218,57.61,Rodez,12,1994,28.0
1995-01-01 00:00:00,0,10.913972602739726,23.8,Rodez,12,1995,28.0
1996-01-01 00:00:00,0,10.196448087431694,50.26,Rodez,12,1996,28.0
1997-01-01 00:00:00,0,11.52191780821918,24.71,Rodez,12,1997,14.0
1998-01-01 00:00:00,0,10.371780821917808,20.79,Rodez,12,1998,19.0
1999-01-01 00:00:00,0,10.694246575342468,60.97,Rodez,12,1999,38.0
2000-01-01 00:00:00,0,10.809016393442622,18.9,Rodez,12,2000,16.0
2001-01-01 00:00:00,0,10.557534246575342,36.61,Rodez,12,2001,32.0
2002-01-01 00:00:00,0,10.931780821917808,9.1,Rodez,12,2002,10.0
2003-01-01 00:00:00,1,11.73041095890411,42.7,Rodez,12,2003,23.0
2004-01-01 00:00:00,0,10.5224043715847,37.73,Rodez,12,2004,32.0
2005-01-01 00:00:00,0,10.49917808219178,43.61,Rodez,12,2005,32.0
2006-01-01 00:00:00,0,11.43890410958904,58.66,Rodez,12,2006,22.0
2007-01-01 00:00:00,0,10.50246575342466,23.8,Rodez,12,2007,16.0
2008-01-01 00:00:00,0,10.255464480874316,58.38,Rodez,12,2008,31.0
2009-01-01 00:00:00,0,11.046849315068492,35.84,Rodez,12,2009,32.0
2010-01-01 00:00:00,0,9.785479452054794,72.73,Rodez,12,2010,42.0
2011-01-01 00:00:00,0,11.652054794520549,20.02,Rodez,12,2011,11.0
2012-01-01 00:00:00,0,10.647267759562842,25.2,Rodez,12,2012,25.0
2013-01-01 00:00:00,0,10.2013698630137,72.52,Rodez,12,2013,37.0
2014-01-01 00:00:00,0,11.392328767123288,35.77,Rodez,12,2014,26.0
2015-01-01 00:00:00,0,11.54931506849315,33.81,Rodez,12,2015,22.0
2016-01-01 00:00:00,0,11.157377049180328,23.24,Rodez,12,2016,24.0
2017-01-01 00:00:00,0,11.20082191780822,35.28,Rodez,12,2017,27.0
2018-01-01 00:00:00,0,12.027945205479451,39.13,Rodez,12,2018,31.0
2019-01-01 00:00:00,2,11.651232876712328,37.03,Rodez,12,2019,20.0
2020-01-01 00:00:00,0,12.167759562841528,22.26,Rodez,12,2020,21.0
2021-01-01 00:00:00,0,11.028767123287672,29.54,Rodez,12,2021,23.0
2022-01-01 00:00:00,0,13.169863013698633,18.62,Rodez,12,2022,14.0
2023-01-01 00:00:00,2,12.282739726027398,33.74,Rodez,12,2023,18.0
2024-01-01 00:00:00,0,11.923497267759563,29.05,Rodez,12,2024,24.0
2025-01-01 00:00:00,2,12.336438356164384,33.67,Rodez,12,2025,13.0
1950-01-01 00:00:00,0,9.711232876712328,131.25,Mende,48,1950,66.0
1951-01-01 00:00:00,0,8.927397260273972,157.36,Mende,48,1951,69.0
1952-01-01 00:00:00,1,9.241256830601094,181.72,Mende,48,1952,71.0
1953-01-01 00:00:00,0,9.12054794520548,47.39,Mende,48,1953,34.0
1954-01-01 00:00:00,0,8.377534246575342,128.38,Mende,48,1954,61.0
1955-01-01 00:00:00,0,9.764383561643836,97.09,Mende,48,1955,46.0
1956-01-01 00:00:00,0,7.747540983606557,113.68,Mende,48,1956,53.0
1957-01-01 00:00:00,0,9.13890410958904,146.29999999999998,Mende,48,1957,50.0
1958-01-01 00:00:00,0,9.302465753424658,94.22,Mende,48,1958,61.0
1959-01-01 00:00:00,0,9.846575342465751,125.16,Mende,48,1959,64.0
1960-01-01 00:00:00,0,9.013387978142076,107.24,Mende,48,1960,56.0
1961-01-01 00:00:00,0,10.244383561643836,96.04,Mende,48,1961,41.0
1962-01-01 00:00:00,0,8.841643835616438,135.73,Mende,48,1962,74.0
1963-01-01 00:00:00,0,8.22082191780822,178.92,Mende,48,1963,70.0
1964-01-01 00:00:00,0,9.525956284153006,77.42,Mende,48,1964,46.0
1965-01-01 00:00:00,0,8.656164383561643,150.71,Mende,48,1965,80.0
1966-01-01 00:00:00,0,9.478904109589042,131.81,Mende,48,1966,72.0
1967-01-01 00:00:00,0,9.385753424657535,130.41,Mende,48,1967,56.0
1968-01-01 00:00:00,0,9.140710382513662,119.07,Mende,48,1968,61.0
1969-01-01 00:00:00,0,8.664383561643836,161.91,Mende,48,1969,72.0
1970-01-01 00:00:00,0,9.103287671232875,126.35,Mende,48,1970,81.0
1971-01-01 00:00:00,0,8.783013698630137,222.39,Mende,48,1971,70.0
1972-01-01 00:00:00,0,8.692349726775957,222.04,Mende,48,1972,81.0
1973-01-01 00:00:00,0,8.636438356164383,146.09,Mende,48,1973,61.0
1974-01-01 00:00:00,0,8.892602739726028,138.53,Mende,48,1974,70.0
1975-01-01 00:00:00,0,9.06,113.12,Mende,48,1975,72.0
1976-01-01 00:00:00,0,9.138524590163934,132.65,Mende,48,1976,64.0
1977-01-01 00:00:00,0,9.052328767123289,88.06,Mende,48,1977,67.0
1978-01-01 00:00:00,0,8.635616438356164,249.48,Mende,48,1978,91.0
1979-01-01 00:00:00,0,8.728767123287671,189.21,Mende,48,1979,78.0
1980-01-01 00:00:00,0,8.293715846994536,152.95,Mende,48,1980,75.0
1981-01-01 00:00:00,0,9.103013698630138,159.81,Mende,48,1981,70.0
1982-01-01 00:00:00,1,9.907397260273973,108.85,Mende,48,1982,64.0
1983-01-01 00:00:00,1,9.776712328767124,107.8,Mende,48,1983,56.0
1984-01-01 00:00:00,0,8.718032786885246,112.0,Mende,48,1984,72.0
1985-01-01 00:00:00,0,9.08027397260274,116.62,Mende,48,1985,65.0
1986-01-01 00:00:00,0,9.349315068493151,206.85,Mende,48,1986,86.0
1987-01-01 00:00:00,0,9.424383561643836,147.14,Mende,48,1987,63.0
1988-01-01 00:00:00,0,9.85464480874317,85.19,Mende,48,1988,47.0
1989-01-01 00:00:00,0,10.487123287671231,79.8,Mende,48,1989,32.0
1990-01-01 00:00:00,0,10.324931506849314,79.52,Mende,48,1990,44.0
1991-01-01 00:00:00,0,9.546575342465754,77.42,Mende,48,1991,54.0
1992-01-01 00:00:00,0,9.950273224043716,68.6,Mende,48,1992,44.0
1993-01-01 00:00:00,0,9.497260273972604,84.0,Mende,48,1993,41.0
1994-01-01 00:00:00,0,10.62986301369863,148.19,Mende,48,1994,53.0
1995-01-01 00:00:00,0,9.953698630136984,96.32,Mende,48,1995,58.0
1996-01-01 00:00:00,0,9.118306010928965,155.54,Mende,48,1996,55.0
1997-01-01 00:00:00,0,10.665479452054797,88.97,Mende,48,1997,32.0
1998-01-01 00:00:00,0,9.586849315068491,90.23,Mende,48,1998,49.0
1999-01-01 00:00:00,0,9.78986301369863,121.52,Mende,48,1999,65.0
2000-01-01 00:00:00,0,9.983879781420764,55.72,Mende,48,2000,54.0
2001-01-01 00:00:00,0,9.774520547945205,93.8,Mende,48,2001,62.0
2002-01-01 00:00:00,0,10.216164383561644,69.37,Mende,48,2002,38.0
2003-01-01 00:00:00,7,10.724931506849314,107.17,Mende,48,2003,61.0
2004-01-01 00:00:00,0,9.742622950819673,91.84,Mende,48,2004,67.0
2005-01-01 00:00:00,0,9.622739726027396,59.64,Mende,48,2005,51.0
2006-01-01 00:00:00,0,10.515068493150684,115.78,Mende,48,2006,41.0
2007-01-01 00:00:00,0,9.868219178082192,53.69,Mende,48,2007,46.0
2008-01-01 00:00:00,0,9.43087431693989,204.96,Mende,48,2008,69.0
2009-01-01 00:00:00,0,10.17917808219178,104.3,Mende,48,2009,61.0
2010-01-01 00:00:00,0,8.78,189.07,Mende,48,2010,80.0
2011-01-01 00:00:00,1,10.967397260273971,44.52,Mende,48,2011,25.0
2012-01-01 00:00:00,1,10.047540983606558,54.81,Mende,48,2012,49.0
2013-01-01 00:00:00,0,9.483013698630138,119.91,Mende,48,2013,69.0
2014-01-01 00:00:00,0,10.68054794520548,110.88,Mende,48,2014,52.0
2015-01-01 00:00:00,3,10.990136986301373,67.62,Mende,48,2015,41.0
2016-01-01 00:00:00,0,10.451092896174863,116.69,Mende,48,2016,51.0
2017-01-01 00:00:00,0,10.55972602739726,55.37,Mende,48,2017,39.0
2018-01-01 00:00:00,0,11.191506849315068,98.77,Mende,48,2018,50.0
2019-01-01 00:00:00,4,10.853150684931506,69.23,Mende,48,2019,37.0
2020-01-01 00:00:00,2,11.257650273224044,65.66,Mende,48,2020,27.0
2021-01-01 00:00:00,1,10.131780821917808,48.93,Mende,48,2021,30.0
2022-01-01 00:00:00,2,12.058356164383564,44.45,Mende,48,2022,19.0
2023-01-01 00:00:00,5,11.409041095890412,40.6,Mende,48,2023,21.0
2024-01-01 00:00:00,1,11.024043715846997,58.87,Mende,48,2024,40.0
2025-01-01 00:00:00,3,11.212054794520547,42.21,Mende,48,2025,20.0
1950-01-01 00:00:00,0,11.796712328767123,9.17,Tours,37,1950,11.0
1951-01-01 00:00:00,0,11.1386301369863,0.63,Tours,37,1951,3.0
1952-01-01 00:00:00,1,11.422131147540984,23.380000000000003,Tours,37,1952,16.0
1953-01-01 00:00:00,0,11.470136986301371,12.95,Tours,37,1953,9.0
1954-01-01 00:00:00,0,10.986027397260274,3.29,Tours,37,1954,9.0
1955-01-01 00:00:00,0,11.415616438356164,16.87,Tours,37,1955,18.0
1956-01-01 00:00:00,0,10.333333333333334,19.18,Tours,37,1956,14.0
1957-01-01 00:00:00,0,11.798904109589042,0.07,Tours,37,1957,1.0
1958-01-01 00:00:00,0,11.41835616438356,8.120000000000001,Tours,37,1958,13.0
1959-01-01 00:00:00,0,12.86054794520548,9.24,Tours,37,1959,4.0
1960-01-01 00:00:00,0,11.608196721311476,16.8,Tours,37,1960,13.0
1961-01-01 00:00:00,0,12.551780821917808,0.91,Tours,37,1961,1.0
1962-01-01 00:00:00,0,10.70164383561644,13.16,Tours,37,1962,14.0
1963-01-01 00:00:00,0,10.27013698630137,12.88,Tours,37,1963,14.0
1964-01-01 00:00:00,0,11.321857923497268,26.39,Tours,37,1964,15.0
1965-01-01 00:00:00,0,10.957808219178082,9.24,Tours,37,1965,12.0
1966-01-01 00:00:00,0,11.630410958904111,10.01,Tours,37,1966,8.0
1967-01-01 00:00:00,0,11.355068493150686,9.87,Tours,37,1967,7.0
1968-01-01 00:00:00,0,11.069945355191257,13.02,Tours,37,1968,16.0
1969-01-01 00:00:00,0,11.324931506849316,14.49,Tours,37,1969,18.0
1970-01-01 00:00:00,0,11.23945205479452,16.52,Tours,37,1970,18.0
1971-01-01 00:00:00,0,11.14986301369863,13.02,Tours,37,1971,10.0
1972-01-01 00:00:00,0,10.842349726775955,2.52,Tours,37,1972,6.0
1973-01-01 00:00:00,0,11.126575342465753,7.49,Tours,37,1973,8.0
1974-01-01 00:00:00,0,11.56027397260274,3.43,Tours,37,1974,2.0
1975-01-01 00:00:00,0,11.25013698630137,9.31,Tours,37,1975,10.0
1976-01-01 00:00:00,0,12.006284153005463,6.23,Tours,37,1976,9.0
1977-01-01 00:00:00,0,11.234246575342466,0.56,Tours,37,1977,5.0
1978-01-01 00:00:00,0,10.936164383561644,18.34,Tours,37,1978,14.0
1979-01-01 00:00:00,0,10.931780821917808,16.73,Tours,37,1979,11.0
1980-01-01 00:00:00,0,10.5603825136612,14.49,Tours,37,1980,11.0
1981-01-01 00:00:00,0,11.33753424657534,14.14,Tours,37,1981,13.0
1982-01-01 00:00:00,0,12.166575342465752,1.96,Tours,37,1982,4.0
1983-01-01 00:00:00,0,11.795068493150684,7.21,Tours,37,1983,9.0
1984-01-01 00:00:00,0,11.40601092896175,3.71,Tours,37,1984,7.0
1985-01-01 00:00:00,0,10.607123287671232,23.24,Tours,37,1985,25.0
1986-01-01 00:00:00,0,10.87945205479452,23.94,Tours,37,1986,16.0
1987-01-01 00:00:00,0,10.843287671232876,19.53,Tours,37,1987,11.0
1988-01-01 00:00:00,0,12.03415300546448,2.31,Tours,37,1988,6.0
1989-01-01 00:00:00,0,12.717808219178082,1.82,Tours,37,1989,2.0
1990-01-01 00:00:00,3,12.9786301369863,0.28,Tours,37,1990,1.0
1991-01-01 00:00:00,0,11.461917808219178,9.03,Tours,37,1991,9.0
1992-01-01 00:00:00,0,11.828415300546448,0.0,Tours,37,1992,0.0
1993-01-01 00:00:00,0,11.501917808219178,5.18,Tours,37,1993,4.0
1994-01-01 00:00:00,0,12.855342465753424,1.19,Tours,37,1994,3.0
1995-01-01 00:00:00,0,12.457260273972604,3.15,Tours,37,1995,6.0
1996-01-01 00:00:00,0,11.4327868852459,17.36,Tours,37,1996,17.0
1997-01-01 00:00:00,0,12.416438356164385,12.11,Tours,37,1997,5.0
1998-01-01 00:00:00,1,11.821917808219178,2.03,Tours,37,1998,4.0
1999-01-01 00:00:00,0,12.483835616438355,7.84,Tours,37,1999,9.0
2000-01-01 00:00:00,0,12.284699453551912,0.14,Tours,37,2000,1.0
2001-01-01 00:00:00,0,11.932328767123288,3.08,Tours,37,2001,8.0
2002-01-01 00:00:00,0,12.53013698630137,0.0,Tours,37,2002,0.0
2003-01-01 00:00:00,10,12.88876712328767,9.66,Tours,37,2003,3.0
2004-01-01 00:00:00,1,12.12950819672131,9.31,Tours,37,2004,8.0
2005-01-01 00:00:00,0,12.496438356164385,13.37,Tours,37,2005,16.0
2006-01-01 00:00:00,2,12.693150684931506,14.84,Tours,37,2006,7.0
2007-01-01 00:00:00,0,12.275616438356163,1.4,Tours,37,2007,2.0
2008-01-01 00:00:00,0,11.69672131147541,3.85,Tours,37,2008,5.0
2009-01-01 00:00:00,0,12.246575342465754,12.18,Tours,37,2009,12.0
2010-01-01 00:00:00,0,11.188493150684932,24.29,Tours,37,2010,24.0
2011-01-01 00:00:00,1,13.157260273972602,0.0,Tours,37,2011,0.0
2012-01-01 00:00:00,1,11.977868852459016,10.5,Tours,37,2012,5.0
2013-01-01 00:00:00,0,11.762739726027396,17.990000000000002,Tours,37,2013,16.0
2014-01-01 00:00:00,0,12.901095890410955,0.0,Tours,37,2014,0.0
2015-01-01 00:00:00,3,12.976164383561644,0.8400000000000001,Tours,37,2015,5.0
2016-01-01 00:00:00,1,12.437978142076505,4.34,Tours,37,2016,4.0
2017-01-01 00:00:00,4,12.653150684931504,0.63,Tours,37,2017,4.0
2018-01-01 00:00:00,0,13.204931506849316,14.21,Tours,37,2018,9.0
2019-01-01 00:00:00,6,13.023287671232875,2.8,Tours,37,2019,4.0
2020-01-01 00:00:00,0,13.421857923497267,0.0,Tours,37,2020,0.0
2021-01-01 00:00:00,0,11.990958904109588,3.78,Tours,37,2021,13.0
2022-01-01 00:00:00,3,13.654794520547943,0.21,Tours,37,2022,1.0
2023-01-01 00:00:00,0,13.445479452054796,2.8,Tours,37,2023,3.0
2024-01-01 00:00:00,0,12.568306010928962,4.2,Tours,37,2024,5.0
2025-01-01 00:00:00,4,13.133424657534244,4.9,Tours,37,2025,8.0
1950-01-01 00:00:00,0,10.51095890410959,11.55,Rouen,76,1950,14.0
1951-01-01 00:00:00,0,10.512602739726027,4.41,Rouen,76,1951,10.0
1952-01-01 00:00:00,0,10.397540983606556,34.58,Rouen,76,1952,30.0
1953-01-01 00:00:00,0,10.536438356164384,16.87,Rouen,76,1953,13.0
1954-01-01 00:00:00,0,9.896438356164383,13.37,Rouen,76,1954,16.0
1955-01-01 00:00:00,0,10.143561643835616,21.07,Rouen,76,1955,24.0
1956-01-01 00:00:00,0,9.401639344262296,13.79,Rouen,76,1956,17.0
1957-01-01 00:00:00,0,10.989863013698631,3.99,Rouen,76,1957,4.0
1958-01-01 00:00:00,0,10.432328767123288,38.64,Rouen,76,1958,21.0
1959-01-01 00:00:00,1,11.594520547945203,10.08,Rouen,76,1959,11.0
1960-01-01 00:00:00,0,10.702185792349727,10.5,Rouen,76,1960,16.0
1961-01-01 00:00:00,0,11.324657534246576,0.77,Rouen,76,1961,4.0
1962-01-01 00:00:00,0,9.555342465753425,28.21,Rouen,76,1962,20.0
1963-01-01 00:00:00,0,9.246849315068491,12.25,Rouen,76,1963,16.0
1964-01-01 00:00:00,0,10.254918032786886,12.46,Rouen,76,1964,13.0
1965-01-01 00:00:00,0,9.879178082191782,22.47,Rouen,76,1965,25.0
1966-01-01 00:00:00,0,10.46109589041096,6.58,Rouen,76,1966,8.0
1967-01-01 00:00:00,0,10.509863013698627,4.41,Rouen,76,1967,12.0
1968-01-01 00:00:00,0,10.059562841530056,30.1,Rouen,76,1968,29.0
1969-01-01 00:00:00,0,10.433424657534246,30.87,Rouen,76,1969,24.0
1970-01-01 00:00:00,0,10.335616438356164,43.19,Rouen,76,1970,30.0
1971-01-01 00:00:00,0,10.547945205479452,13.79,Rouen,76,1971,11.0
1972-01-01 00:00:00,0,10.012841530054644,8.19,Rouen,76,1972,14.0
1973-01-01 00:00:00,0,10.313972602739726,7.28,Rouen,76,1973,11.0
1974-01-01 00:00:00,0,10.533972602739729,8.82,Rouen,76,1974,4.0
1975-01-01 00:00:00,0,10.4613698630137,9.24,Rouen,76,1975,11.0
1976-01-01 00:00:00,1,11.045081967213116,9.38,Rouen,76,1976,13.0
1977-01-01 00:00:00,0,10.404383561643836,6.65,Rouen,76,1977,12.0
1978-01-01 00:00:00,0,9.898082191780825,62.72,Rouen,76,1978,27.0
1979-01-01 00:00:00,0,9.82027397260274,21.56,Rouen,76,1979,31.0
1980-01-01 00:00:00,0,9.87295081967213,14.21,Rouen,76,1980,17.0
1981-01-01 00:00:00,0,10.546849315068492,23.59,Rouen,76,1981,20.0
1982-01-01 00:00:00,0,11.075342465753424,13.79,Rouen,76,1982,10.0
1983-01-01 00:00:00,0,11.02,5.95,Rouen,76,1983,11.0
1984-01-01 00:00:00,0,10.483060109289616,14.77,Rouen,76,1984,15.0
1985-01-01 00:00:00,0,9.658630136986302,22.47,Rouen,76,1985,24.0
1986-01-01 00:00:00,0,9.963835616438356,24.29,Rouen,76,1986,23.0
1987-01-01 00:00:00,0,9.875616438356165,18.83,Rouen,76,1987,16.0
1988-01-01 00:00:00,0,11.14016393442623,4.76,Rouen,76,1988,11.0
1989-01-01 00:00:00,0,11.714246575342464,7.0,Rouen,76,1989,4.0
1990-01-01 00:00:00,2,11.823287671232876,4.0600000000000005,Rouen,76,1990,5.0
1991-01-01 00:00:00,0,10.414520547945203,11.97,Rouen,76,1991,9.0
1992-01-01 00:00:00,0,10.928142076502732,0.7,Rouen,76,1992,1.0
1993-01-01 00:00:00,0,10.585479452054797,4.76,Rouen,76,1993,9.0
1994-01-01 00:00:00,0,11.630410958904111,7.77,Rouen,76,1994,9.0
1995-01-01 00:00:00,0,11.572328767123286,3.36,Rouen,76,1995,12.0
1996-01-01 00:00:00,0,9.984699453551912,12.39,Rouen,76,1996,13.0
1997-01-01 00:00:00,0,11.264383561643836,9.52,Rouen,76,1997,7.0
1998-01-01 00:00:00,0,11.047945205479452,0.49,Rouen,76,1998,2.0
1999-01-01 00:00:00,0,11.640273972602738,14.35,Rouen,76,1999,16.0
2000-01-01 00:00:00,0,11.28497267759563,3.22,Rouen,76,2000,7.0
2001-01-01 00:00:00,0,11.135616438356164,7.07,Rouen,76,2001,11.0
2002-01-01 00:00:00,0,11.53890410958904,0.0,Rouen,76,2002,0.0
2003-01-01 00:00:00,8,11.805753424657537,12.11,Rouen,76,2003,11.0
2004-01-01 00:00:00,0,11.243169398907105,16.03,Rouen,76,2004,12.0
2005-01-01 00:00:00,0,11.402465753424655,19.74,Rouen,76,2005,24.0
2006-01-01 00:00:00,1,11.616438356164384,10.920000000000002,Rouen,76,2006,10.0
2007-01-01 00:00:00,0,11.524657534246575,4.13,Rouen,76,2007,4.0
2008-01-01 00:00:00,0,11.037978142076502,9.73,Rouen,76,2008,9.0
2009-01-01 00:00:00,0,11.143835616438356,21.07,Rouen,76,2009,19.0
2010-01-01 00:00:00,0,10.09972602739726,27.79,Rouen,76,2010,30.0
2011-01-01 00:00:00,0,12.064383561643837,0.6300000000000001,Rouen,76,2011,2.0
2012-01-01 00:00:00,0,11.019945355191258,12.25,Rouen,76,2012,4.0
2013-01-01 00:00:00,0,10.765205479452057,47.81,Rouen,76,2013,22.0
2014-01-01 00:00:00,0,11.966301369863013,0.28,Rouen,76,2014,2.0
2015-01-01 00:00:00,1,11.747123287671233,4.48,Rouen,76,2015,9.0
2016-01-01 00:00:00,0,11.35901639344262,2.45,Rouen,76,2016,5.0
2017-01-01 00:00:00,1,11.367671232876711,5.81,Rouen,76,2017,15.0
2018-01-01 00:00:00,0,11.712876712328766,13.09,Rouen,76,2018,17.0
2019-01-01 00:00:00,1,11.48246575342466,15.68,Rouen,76,2019,12.0
2020-01-01 00:00:00,5,12.187704918032786,5.32,Rouen,76,2020,6.0
2021-01-01 00:00:00,0,10.738630136986302,14.63,Rouen,76,2021,10.0
2022-01-01 00:00:00,1,12.126301369863016,12.81,Rouen,76,2022,8.0
2023-01-01 00:00:00,0,12.126027397260271,2.66,Rouen,76,2023,7.0
2024-01-01 00:00:00,1,11.595081967213115,23.31,Rouen,76,2024,11.0
